next-url:minimal_configuration.data
meter-data:on
tangent,1,2482,-0.7756795110496144,-1
tangent,1,2513,-0.7265425280053623,-1
tangent,1,2545,-0.6795992982245282,-1
tangent,1,2576,-0.63461929754415,-1
tangent,1,2608,-0.5913983513994732,-1
tangent,1,2639,-0.5497546521927723,-1
tangent,1,2670,-0.5095254494944311,-1
tangent,1,2702,-0.470564281212254,-1
tangent,1,2733,-0.4327386422474286,-1
tangent,1,2765,-0.39592800879772405,-1
tangent,1,2796,-0.3600221530957596,-1
tangent,1,2827,-0.3249196962329094,-1
tangent,1,2859,-0.29052685673191964,-1
tangent,1,2890,-0.25675636036773014,-1
tangent,1,2922,-0.22352648289715257,-1
tangent,1,2953,-0.19076020221857037,-1
tangent,1,2985,-0.15838444032454005,-1
tangent,1,3016,-0.12632937844611208,-1
tangent,1,3047,-0.0945278311792861,-1
tangent,1,3079,-0.06291466725365398,-1
tangent,1,3110,-0.031426266043355536,-1
tangent,1,3142,-4.563356778415361e-15,-1
tangent,1,3173,0.031426266043346404,-1
tangent,1,3204,0.06291466725364482,-1
tangent,1,3236,0.0945278311792769,-1
tangent,1,3267,0.1263293784461028,-1
tangent,1,3299,0.1583844403245307,-1
tangent,1,3330,0.1907602022185609,-1
tangent,1,3362,0.223526482897143,-1
tangent,1,3393,0.25675636036772037,-1
tangent,1,3424,0.29052685673190976,-1
tangent,1,3456,0.3249196962328993,-1
tangent,1,3487,0.36002215309574925,-1
tangent,1,3519,0.3959280087977135,-1
tangent,1,3550,0.43273864224741776,-1
tangent,1,3581,0.47056428121224286,-1
tangent,1,3613,0.5095254494944197,-1
tangent,1,3644,0.5497546521927604,-1
tangent,1,3676,0.5913983513994608,-1
tangent,1,3707,0.6346192975441372,-1
tangent,1,3738,0.6795992982245149,-1
tangent,1,3770,0.7265425280053485,-1
tangent,1,3801,0.7756795110495998,-1
tangent,1,3833,0.8272719459724613,-1
tangent,1,3864,0.8816185923631737,-1
tangent,1,3896,0.9390625058174756,-1
tangent,1,3927,0.9999999999999819,-1
tangent,1,3958,1.0648918403247722,-1
tangent,1,3990,1.134277349255384,-1
tangent,1,4021,1.2087923504095857,-1
tangent,1,4053,1.2891922317850406,-1
tangent,1,4084,1.3763819204711447,-1
tangent,1,4115,1.471455315819937,-1
tangent,1,4147,1.5757478599686152,-1
tangent,1,4178,1.690907655784971,-1
tangent,1,4210,1.8189932472810204,-1
tangent,1,4241,1.962610505505098,-1
tangent,1,4273,2.125108173157142,-1
tangent,1,4304,2.3108636538823397,-1
tangent,1,4335,2.5257116894472214,-1
tangent,1,4367,2.7776068539148744,-1
tangent,1,4398,3.0776835371751305,-1
tangent,1,4430,3.442022576669066,-1
tangent,1,4461,3.894742854929664,-1
tangent,1,4492,4.4737428292112975,-1
tangent,1,4524,5.242183581112823,-1
tangent,1,4555,6.313751514674528,-1
tangent,1,4587,,-1
tangent,1,4618,,-1
tangent,1,4650,,-1
tangent,1,4681,,-1
tangent,1,4712,,-1
tangent,1,4744,,-1
tangent,1,4775,,-1
tangent,1,4807,,-1
tangent,1,4838,,-1
tangent,1,4869,-6.313751514675632,-1
tangent,1,4901,-5.242183581113592,-1
tangent,1,4932,-4.473742829211865,-1
tangent,1,4964,-3.894742854930101,-1
tangent,1,4995,-3.442022576669413,-1
tangent,1,5027,-3.0776835371754134,-1
tangent,1,5058,-2.7776068539151098,-1
tangent,1,5089,-2.5257116894474203,-1
tangent,1,5121,-2.310863653882511,-1
tangent,1,5152,-2.125108173157291,-1
tangent,1,5184,-1.9626105055052292,-1
tangent,1,5215,-1.8189932472811368,-1
tangent,1,5246,-1.690907655785075,-1
tangent,1,5278,-1.5757478599687094,-1
tangent,1,5309,-1.4714553158200225,-1
tangent,1,5341,-1.3763819204712229,-1
tangent,1,5372,-1.2891922317851126,-1
tangent,1,5404,-1.208792350409652,-1
tangent,1,5435,-1.1342773492554457,-1
tangent,1,5466,-1.0648918403248298,-1
tangent,1,5498,-1.000000000000036,-1
tangent,1,5529,-0.9390625058175265,-1
tangent,1,5561,-0.8816185923632217,-1
tangent,1,5592,-0.8272719459725069,-1
tangent,1,5623,-0.7756795110496431,-1
tangent,1,5655,-0.7265425280053898,-1
tangent,1,5686,-0.6795992982245543,-1
tangent,1,5718,-0.6346192975441751,-1
tangent,1,5749,-0.5913983513994973,-1
tangent,1,5781,-0.5497546521927956,-1
tangent,1,5812,-0.5095254494944537,-1
tangent,1,5843,-0.47056428121227584,-1
tangent,1,5875,-0.43273864224744985,-1
tangent,1,5906,-0.39592800879774476,-1
tangent,1,5938,-0.3600221530957798,-1
tangent,1,5969,-0.32491969623292916,-1
tangent,1,6000,-0.29052685673193906,-1
tangent,1,6032,-0.2567563603677492,-1
tangent,1,6063,-0.22352648289717136,-1
tangent,1,6095,-0.19076020221858891,-1
tangent,1,6126,-0.1583844403245584,-1
tangent,1,6158,-0.12632937844613026,-1
tangent,1,6189,-0.09452783117930416,-1
tangent,1,6220,-0.06291466725367194,-1
tangent,1,6252,-0.03142626604337344,-1
tangent,1,6283,-2.24493898523326e-14,-1
